seed,dimension,relation,control,relation_or_control,shell,panel,method,standardized_rmse,ndcg_at_top,spearman,pairwise_accuracy,precision_at_top,normalized_top1_regret,mean_negative_log_likelihood,interval_coverage_95,n_test,effective_mode,prior_names,prior_coefficients,source_data_hash,source_query_transform,source_context_query_hash,source_test_query_hash,target_context_design_hash,target_test_design_hash,target_test_truth_hash,srmse_delta_vs_target_only,negative_transfer
11,2,identity,none,identity,1.0,test,Target-Only,0.9583178988702489,0.7224617751106824,0.6727705548434352,0.733636811023622,0.07692307692307693,0.2631510590594275,0.339096223035818,0.7109375,128,target_only,none,[],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,0.0,False
11,2,identity,none,identity,1.0,test,Geometry-Prior+Residual,0.65189490336793,0.9267605770216695,0.7771069859000183,0.7781742125984252,0.5384615384615384,0.04129632051517973,0.31952217291264223,0.46875,128,calibrated,geometry,[0.20096052647719906],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,-0.3064229955023189,False
11,2,identity,none,identity,1.0,test,Oracle-Rank+Residual,0.5780919245307784,0.9904578589275816,0.8249175975096136,0.8198818897637795,0.9230769230769231,0.010953409635649959,9.642605104215594,0.359375,128,calibrated,oracle_rank,[0.2534611955624387],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,-0.3802259743394705,False
11,2,identity,none,identity,1.0,test,Oracle-Value+Residual,0.07806364761019988,0.9995088633587323,0.9864150338765794,0.9609990157480315,1.0,0.0,-2.011117206996251,0.75,128,calibrated,oracle_value,[0.26025067055528955],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,-0.880254251260049,False
11,2,identity,none,identity,1.0,test,Oracle-Rank+Value+Residual,0.23389759147009764,0.9977348424135861,0.958569859000183,0.921382874015748,1.0,0.010953409635649959,9.02616683027098,0.25,128,calibrated,oracle_rank|oracle_value,"[0.10210893219693937, 0.1685725053071591]",a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,-0.7244203074001512,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,Target-Only,0.5840298250022368,0.9279942052699574,0.8963502563633032,0.859375,0.46153846153846156,0.008472665198335097,-2.2203579716664863,1.0,128,target_only,none,[],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,Geometry-Prior+Residual,0.650495393599426,0.8912542441581371,0.9038809284013917,0.8644192913385826,0.46153846153846156,0.06048269965976218,-2.089344002813716,0.78125,128,calibrated,geometry,[0.20096052647719906],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,0.06646556859718922,True
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,Oracle-Rank+Residual,0.7261754018866058,0.938530198971288,0.8522077000549351,0.8330462598425197,0.46153846153846156,0.0,-2.0362890316948046,1.0,128,calibrated,oracle_rank,[0.013704204060023522],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,0.14214557688436902,True
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,Oracle-Value+Residual,0.5840298250022368,0.9279942052699574,0.8963502563633032,0.859375,0.46153846153846156,0.008472665198335097,-2.2203579716664863,1.0,128,target_only,oracle_value,[5.174398801817354e-17],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,Oracle-Rank+Value+Residual,0.7261754014989288,0.938530198971288,0.8522077000549351,0.8330462598425197,0.46153846153846156,0.0,-2.0362890324233454,1.0,128,calibrated,oracle_rank|oracle_value,"[0.013704203960698082, 1.1407256415530296e-10]",b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,0.14214557649669202,True
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,Target-Only,1.2619483475925801,0.8611096820359903,0.7520371726789965,0.7662401574803149,0.38461538461538464,0.14589374374637054,-0.9648859941995994,0.9140625,128,target_only,none,[],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,Geometry-Prior+Residual,0.9768705568933557,0.9246168611975488,0.8035158395898188,0.7952755905511811,0.5384615384615384,0.0622331979600484,-0.7727004225681922,0.7265625,128,calibrated,geometry,[0.20096052647719906],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,-0.28507779069922445,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,Oracle-Rank+Residual,1.3571401283781348,0.9261396607375121,0.7592588353781359,0.7736220472440944,0.5384615384615384,0.0622331979600484,-0.8197895936111097,0.828125,128,calibrated,oracle_rank,[0.013704204060023522],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,0.09519178078555468,True
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,Oracle-Value+Residual,1.2619483475925801,0.8611096820359903,0.7520371726789965,0.7662401574803149,0.38461538461538464,0.14589374374637054,-0.9648859941995994,0.9140625,128,target_only,oracle_value,[5.174398801817354e-17],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,Oracle-Rank+Value+Residual,1.3571401282010667,0.9261396607375121,0.7592588353781359,0.7736220472440944,0.5384615384615384,0.0622331979600484,-0.8197895935799694,0.828125,128,calibrated,oracle_rank|oracle_value,"[0.013704203960698082, 1.1407256415530296e-10]",b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,0.09519178060848654,True
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,Target-Only,0.9583178988702489,0.7224617751106824,0.6727705548434352,0.733636811023622,0.07692307692307693,0.2631510590594275,0.339096223035818,0.7109375,128,target_only,none,[],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,Geometry-Prior+Residual,0.65189490336793,0.9267605770216695,0.7771069859000183,0.7781742125984252,0.5384615384615384,0.04129632051517973,0.31952217291264223,0.46875,128,calibrated,geometry,[0.20096052647719906],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,-0.3064229955023189,False
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,Oracle-Rank+Residual,0.9608044654714113,0.6329060147477642,0.6460526918146859,0.7198572834645669,0.0,0.30933643462659727,0.30148467165112225,0.7109375,128,calibrated,oracle_rank,[0.013704204060023522],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,0.002486566601162421,False
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,Oracle-Value+Residual,0.9583178988702489,0.7224617751106824,0.6727705548434352,0.733636811023622,0.07692307692307693,0.2631510590594275,0.339096223035818,0.7109375,128,target_only,oracle_value,[5.174398801817354e-17],b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,0.0,False
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,Oracle-Rank+Value+Residual,0.9608044654654638,0.6329060147477642,0.6460526918146859,0.7198572834645669,0.0,0.30933643462659727,0.30148467140046425,0.7109375,128,calibrated,oracle_rank|oracle_value,"[0.013704203960698082, 1.1407256415530296e-10]",b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,0.0024865665952149563,False
11,2,output_affine,none,output_affine,0.35,test,Target-Only,0.5840298250022367,0.9279942052699574,0.8963502563633032,0.859375,0.46153846153846156,0.008472665198335037,-1.3040672397923312,1.0,128,target_only,none,[],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,0.0,False
11,2,output_affine,none,output_affine,0.35,test,Geometry-Prior+Residual,0.6504953935994265,0.8912542441581371,0.9038809284013917,0.8644192913385826,0.46153846153846156,0.060482699659763155,-1.1730532709395565,0.78125,128,calibrated,geometry,[0.5024013161929973],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,0.06646556859718988,True
11,2,output_affine,none,output_affine,0.35,test,Oracle-Rank+Residual,0.4547905263100257,0.9453200275628969,0.8661760666544588,0.8454724409448819,0.5384615384615384,0.009876674241226374,0.6646541059853573,0.3359375,128,calibrated,oracle_rank,[0.6336529889060963],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,-0.12923929869221096,False
11,2,output_affine,none,output_affine,0.35,test,Oracle-Value+Residual,0.06677008225719022,0.996255229029005,0.9560062259659402,0.9357775590551181,0.9230769230769231,0.0,-3.540176594498785,1.0,128,calibrated,oracle_value,[0.6506266763882236],a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,-0.5172597427450465,False
11,2,output_affine,none,output_affine,0.35,test,Oracle-Rank+Value+Residual,0.1929032770841267,0.9874307741905016,0.9206647134224502,0.8973917322834646,0.8461538461538461,0.0,0.21083415476884876,0.40625,128,calibrated,oracle_rank|oracle_value,"[0.255272330492348, 0.4214312632678978]",a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,-0.39112654791810997,False
