dim,seed,delta,method,selected_y,normalized_regret,target_only_normalized_regret,regret_reduction,true_rank,acquisition_rank,hit_top10,filter_active,retained_fraction,target_top1_retained,compatibility_trust,compatibility_raw_evidence,compatibility_spearman,source_regions
2,999,4.0,Adaptive-Filter,-0.6390871046088313,0.020591908790429637,0.020591908790429637,0.0,2,0,1.0,1.0,0.85,1.0,0.21285714285710655,0.5642857142857143,0.8285714285714287,3
2,1234,0.0,Fixed-Filter,-0.8162405877408736,0.1450483339400937,0.8253461191288215,0.6802977851887277,19,48,0.0,1.0,0.25,0.0,1.0,0.6107142857142858,0.7714285714285715,3
2,1234,0.0,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,1.0,0.84,1.0,0.22214285714281995,0.6107142857142858,0.7714285714285715,3
2,1234,0.25,Fixed-Filter,-0.8162405877408736,0.1450483339400937,0.8253461191288215,0.6802977851887277,19,48,0.0,1.0,0.25,0.0,1.0,0.7714285714285715,0.942857142857143,3
2,1234,0.25,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,1.0,0.81,1.0,0.25428571428567387,0.7714285714285715,0.942857142857143,3
2,1234,0.5,Fixed-Filter,-0.8162405877408736,0.1450483339400937,0.8253461191288215,0.6802977851887277,19,48,0.0,1.0,0.25,0.0,1.0,0.7142857142857144,0.8285714285714287,3
2,1234,0.5,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,1.0,0.82,1.0,0.24285714285710358,0.7142857142857144,0.8285714285714287,3
2,1234,1.0,Fixed-Filter,-0.5392929444466253,0.48295921030209976,0.8253461191288215,0.34238690882672174,45,26,0.0,1.0,0.25,0.0,1.0,0.30714285714285716,0.3142857142857143,3
2,1234,1.0,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,1.0,0.88,1.0,0.16142857142854028,0.30714285714285716,0.3142857142857143,3
2,1234,2.0,Fixed-Filter,-0.35232755604383104,0.7110804446735611,0.8253461191288215,0.11426567445526037,54,21,0.0,1.0,0.25,0.0,1.0,0.0,-0.8857142857142858,3
2,1234,2.0,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,1.0,0.93,1.0,0.099999999999975,0.0,-0.8857142857142858,3
2,1234,4.0,Fixed-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6571428571428573,3
2,1234,4.0,Adaptive-Filter,-0.2586767993990227,0.8253461191288215,0.8253461191288215,0.0,61,0,0.0,0.0,1.0,1.0,0.099999999999975,0.0,-0.6571428571428573,3
2,5678,0.0,Fixed-Filter,-0.5348148875077969,0.5424112526989568,0.12356519046085841,-0.41884606223809845,35,11,0.0,1.0,0.25,0.0,1.0,0.07142857142857144,0.14285714285714288,3
2,5678,0.0,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,3
2,5678,0.25,Fixed-Filter,-0.5348148875077969,0.5424112526989568,0.12356519046085841,-0.41884606223809845,35,11,0.0,1.0,0.25,0.0,1.0,0.07142857142857144,0.14285714285714288,3
2,5678,0.25,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,3
2,5678,0.5,Fixed-Filter,-0.5348148875077969,0.5424112526989568,0.12356519046085841,-0.41884606223809845,35,11,0.0,1.0,0.25,0.0,1.0,0.18571428571428575,0.3714285714285715,3
2,5678,0.5,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.9,1.0,0.13714285714282842,0.18571428571428575,0.3714285714285715,3
2,5678,1.0,Fixed-Filter,-0.9730046291970402,0.017618220315458233,0.12356519046085841,0.10594697014540018,4,8,1.0,1.0,0.25,0.0,1.0,0.07142857142857144,0.14285714285714288,3
2,5678,1.0,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,3
2,5678,2.0,Fixed-Filter,-0.5348148875077969,0.5424112526989568,0.12356519046085841,-0.41884606223809845,35,11,0.0,1.0,0.25,0.0,1.0,0.042857142857142864,0.08571428571428573,3
2,5678,2.0,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.92,1.0,0.10857142857140271,0.042857142857142864,0.08571428571428573,3
2,5678,4.0,Fixed-Filter,-0.4829127467935935,0.6045712697445373,0.12356519046085841,-0.48100607928367894,38,2,0.0,1.0,0.25,0.0,1.0,0.0,-0.8857142857142858,3
2,5678,4.0,Adaptive-Filter,-0.8845414206252363,0.12356519046085841,0.12356519046085841,0.0,11,0,0.0,1.0,0.93,1.0,0.099999999999975,0.0,-0.8857142857142858,3
2,8888,0.0,Fixed-Filter,-0.47412939637432766,0.05347209148833371,0.08534431558567454,0.03187222409734083,3,2,1.0,1.0,0.25,0.0,1.0,0.6857142857142857,0.7714285714285715,3
2,8888,0.0,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.83,1.0,0.23714285714281844,0.6857142857142857,0.7714285714285715,3
2,8888,0.25,Fixed-Filter,-0.4850396735738298,0.024162420746588167,0.08534431558567454,0.06118189483908637,1,12,1.0,1.0,0.25,0.0,1.0,0.6,0.6,3
2,8888,0.25,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.84,1.0,0.219999999999963,0.6,0.6,3
2,8888,0.5,Fixed-Filter,-0.4144902145566811,0.2136884407541507,0.08534431558567454,-0.12834412516847615,19,16,0.0,1.0,0.25,0.0,1.0,0.6857142857142857,0.7714285714285715,3
2,8888,0.5,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.83,1.0,0.23714285714281844,0.6857142857142857,0.7714285714285715,3
2,8888,1.0,Fixed-Filter,-0.4144902145566811,0.2136884407541507,0.08534431558567454,-0.12834412516847615,19,16,0.0,1.0,0.25,0.0,1.0,0.5821428571428572,0.7142857142857143,3
2,8888,1.0,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.84,1.0,0.21642857142853478,0.5821428571428572,0.7142857142857143,3
2,8888,2.0,Fixed-Filter,-0.4103252107501674,0.22487742229648983,0.08534431558567454,-0.13953310671081529,21,20,0.0,1.0,0.25,0.0,1.0,0.0,-0.3714285714285715,3
2,8888,2.0,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.93,1.0,0.099999999999975,0.0,-0.3714285714285715,3
2,8888,4.0,Fixed-Filter,-0.47579361423525496,0.04900129054951458,0.08534431558567454,0.03634302503615996,2,13,1.0,1.0,0.25,0.0,1.0,0.44999999999999996,0.6,3
2,8888,4.0,Adaptive-Filter,-0.46226523034767336,0.08534431558567454,0.08534431558567454,0.0,7,0,1.0,1.0,0.86,1.0,0.18999999999996597,0.44999999999999996,0.6,3
5,42,0.0,Fixed-Filter,-2.2394749222709778e-05,0.9999283601822757,0.9999996029946012,7.124281232551155e-05,37,3,0.0,1.0,0.25,0.0,1.0,0.6402972027972029,0.7692307692307694,3
5,42,0.0,Adaptive-Filter,-1.2412395117936522e-07,0.9999996029946012,0.9999996029946012,0.0,65,0,0.0,1.0,0.73,1.0,0.36014860139857746,0.6402972027972029,0.7692307692307694,3
5,42,0.25,Fixed-Filter,-6.560612801166561e-07,0.9999979013490105,0.9999996029946012,1.7016455907681305e-06,53,2,0.0,1.0,0.25,0.0,1.0,0.548513986013986,0.7902097902097903,3
5,42,0.25,Adaptive-Filter,-1.2412395117936522e-07,0.9999996029946012,0.9999996029946012,0.0,65,0,0.0,1.0,0.77,1.0,0.3142569930069719,0.548513986013986,0.7902097902097903,3
5,42,0.5,Fixed-Filter,-0.31260171441804707,0.0,0.9999996029946012,0.9999996029946012,0,1,1.0,1.0,0.25,0.0,1.0,0.6000874125874127,0.8251748251748254,3
5,42,0.5,Adaptive-Filter,-1.2412395117936522e-07,0.9999996029946012,0.9999996029946012,0.0,65,0,0.0,1.0,0.75,1.0,0.34004370629368363,0.6000874125874127,0.8251748251748254,3
5,42,1.0,Fixed-Filter,-4.681933821722829e-07,0.9999985023306728,0.9999996029946012,1.100663928443879e-06,58,6,0.0,1.0,0.25,0.0,1.0,0.3120629370629371,0.41958041958041964,3
5,42,1.0,Adaptive-Filter,-1.2412395117936522e-07,0.9999996029946012,0.9999996029946012,0.0,65,0,0.0,1.0,0.86,1.0,0.1960314685314548,0.3120629370629371,0.41958041958041964,3
5,42,2.0,Fixed-Filter,-4.681933821722829e-07,0.9999985023306728,0.9999996029946012,1.100663928443879e-06,58,6,0.0,1.0,0.25,0.0,1.0,0.6442307692307692,0.8111888111888113,3
5,42,2.0,Adaptive-Filter,-1.2412395117936522e-07,0.9999996029946012,0.9999996029946012,0.0,65,0,0.0,1.0,0.73,1.0,0.36211538461536047,0.6442307692307692,0.8111888111888113,3
5,42,4.0,Fixed-Filter,-0.00024772577387681486,0.9992075355217725,0.9999996029946012,0.0007920674728286725,24,7,0.0,1.0,0.25,0.0,1.0,0.5712412587412589,0.6993006993006995,3
5,42,4.0,Adaptive-Filter,-0.31260171441804707,0.0,0.9999996029946012,0.9999996029946012,0,1,1.0,1.0,0.76,0.0,0.3256206293706076,0.5712412587412589,0.6993006993006995,3
5,101,0.0,Fixed-Filter,-0.0010780547385888714,0.9425448984652456,0.9999999999429732,0.05745510147772759,3,3,1.0,1.0,0.25,0.0,1.0,0.6123251748251749,0.7132867132867133,3
5,101,0.0,Adaptive-Filter,-6.086827398377561e-07,0.999967560156445,0.9999999999429732,3.2439786528226655e-05,35,1,0.0,1.0,0.75,0.0,0.34616258741256434,0.6123251748251749,0.7132867132867133,3
5,101,0.25,Fixed-Filter,-0.0010780547385888714,0.9425448984652456,0.9999999999429732,0.05745510147772759,3,3,1.0,1.0,0.25,0.0,1.0,0.6123251748251749,0.7132867132867133,3
5,101,0.25,Adaptive-Filter,-6.086827398377561e-07,0.999967560156445,0.9999999999429732,3.2439786528226655e-05,35,1,0.0,1.0,0.75,0.0,0.34616258741256434,0.6123251748251749,0.7132867132867133,3
5,101,0.5,Fixed-Filter,-5.661129843899185e-05,0.9969828917012055,0.9999999999429732,0.0030171082417677075,11,6,0.0,1.0,0.25,0.0,1.0,0.4816433566433567,0.6223776223776225,3
5,101,0.5,Adaptive-Filter,-1.0971200084876545e-12,0.9999999999429732,0.9999999999429732,0.0,85,0,0.0,1.0,0.79,1.0,0.28082167832165933,0.4816433566433567,0.6223776223776225,3
5,101,1.0,Fixed-Filter,-0.0010780547385888714,0.9425448984652456,0.9999999999429732,0.05745510147772759,3,3,1.0,1.0,0.25,0.0,1.0,0.5738636363636365,0.6363636363636365,3
5,101,1.0,Adaptive-Filter,-6.086827398377561e-07,0.999967560156445,0.9999999999429732,3.2439786528226655e-05,35,1,0.0,1.0,0.76,0.0,0.3269318181817963,0.5738636363636365,0.6363636363636365,3
5,101,2.0,Fixed-Filter,-1.4830910393777566e-15,1.0000000000013654,0.9999999999429732,-5.839217998016011e-11,93,2,0.0,1.0,0.25,0.0,1.0,0.6088286713286715,0.7062937062937064,3
5,101,2.0,Adaptive-Filter,-1.4830910393777566e-15,1.0000000000013654,0.9999999999429732,-5.839217998016011e-11,93,2,0.0,1.0,0.75,0.0,0.34441433566431273,0.6088286713286715,0.7062937062937064,3
5,101,4.0,Fixed-Filter,-6.086827398377561e-07,0.999967560156445,0.9999999999429732,3.2439786528226655e-05,35,1,0.0,1.0,0.25,0.0,1.0,0.4318181818181818,0.4545454545454546,3
5,101,4.0,Adaptive-Filter,-6.086827398377561e-07,0.999967560156445,0.9999999999429732,3.2439786528226655e-05,35,1,0.0,1.0,0.81,0.0,0.25590909090907343,0.4318181818181818,0.4545454545454546,3
5,2026,0.0,Fixed-Filter,-3.970660030638625e-08,0.9999947344254374,0.9997070161557665,-0.0002877182696708891,54,18,0.0,1.0,0.25,0.0,1.0,0.4711538461538462,0.6013986013986015,3
5,2026,0.0,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.8,1.0,0.2755769230769044,0.4711538461538462,0.6013986013986015,3
5,2026,0.25,Fixed-Filter,-0.0010813559162165013,0.8565907409891703,0.9997070161557665,0.1431162751665962,4,1,1.0,1.0,0.25,0.0,1.0,0.6027097902097903,0.7622377622377624,3
5,2026,0.25,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.75,1.0,0.3413548951048723,0.6027097902097903,0.7622377622377624,3
5,2026,0.5,Fixed-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.25,1.0,1.0,0.6097027972027972,0.7762237762237763,3
5,2026,0.5,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.75,1.0,0.34485139860137554,0.6097027972027972,0.7762237762237763,3
5,2026,1.0,Fixed-Filter,-0.0010813559162165013,0.8565907409891703,0.9997070161557665,0.1431162751665962,4,1,1.0,1.0,0.25,0.0,1.0,0.528846153846154,0.5804195804195805,3
5,2026,1.0,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.78,1.0,0.3044230769230565,0.528846153846154,0.5804195804195805,3
5,2026,2.0,Fixed-Filter,-0.0010813559162165013,0.8565907409891703,0.9997070161557665,0.1431162751665962,4,1,1.0,1.0,0.25,0.0,1.0,0.5541958041958044,0.6993006993006995,3
5,2026,2.0,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.77,1.0,0.3170979020978809,0.5541958041958044,0.6993006993006995,3
5,2026,4.0,Fixed-Filter,-1.499960417948329e-11,0.9999999983195657,0.9997070161557665,-0.0002929821637991381,82,16,0.0,1.0,0.25,0.0,1.0,0.15996503496503497,0.2517482517482518,3
5,2026,4.0,Adaptive-Filter,-2.2092028698515617e-06,0.9997070161557665,0.9997070161557665,0.0,43,0,0.0,1.0,0.92,1.0,0.11998251748250849,0.15996503496503497,0.2517482517482518,3
5,777,0.0,Fixed-Filter,-0.014667081795166386,0.7118833187377528,0.9999998209744021,0.2881165022366493,3,1,1.0,1.0,0.25,0.0,1.0,0.5166083916083917,0.6923076923076924,3
5,777,0.0,Adaptive-Filter,-9.288989943210572e-09,0.9999998209744021,0.9999998209744021,0.0,75,0,0.0,1.0,0.78,1.0,0.2983041958041757,0.5166083916083917,0.6923076923076924,3
5,777,0.25,Fixed-Filter,-0.014667081795166386,0.7118833187377528,0.9999998209744021,0.2881165022366493,3,1,1.0,1.0,0.25,0.0,1.0,0.6717657342657343,0.8321678321678322,3
5,777,0.25,Adaptive-Filter,-9.288989943210572e-09,0.9999998209744021,0.9999998209744021,0.0,75,0,0.0,1.0,0.72,1.0,0.37588286713284214,0.6717657342657343,0.8321678321678322,3
5,777,0.5,Fixed-Filter,-0.014667081795166386,0.7118833187377528,0.9999998209744021,0.2881165022366493,3,1,1.0,1.0,0.25,0.0,1.0,0.3745629370629371,0.5104895104895105,3
5,777,0.5,Adaptive-Filter,-9.288989943210572e-09,0.9999998209744021,0.9999998209744021,0.0,75,0,0.0,1.0,0.83,1.0,0.22728146853145287,0.3745629370629371,0.5104895104895105,3
5,777,1.0,Fixed-Filter,-0.014667081795166386,0.7118833187377528,0.9999998209744021,0.2881165022366493,3,1,1.0,1.0,0.25,0.0,1.0,0.402972027972028,0.6013986013986015,3
